date,revenue,orders,customers,revenue_ma7,revenue_ma30,cumulative_revenue,cumulative_orders
2024-03-05,2004.71,30,22,1725.9042857142856,1650.2013333333334,94463.60000000002,1648
2024-03-06,2166.34,38,29,1769.5414285714287,1680.8456666666668,96629.94000000002,1686
2024-03-07,1736.01,28,22,1723.9557142857143,1682.4636666666665,98365.95000000001,1714
2024-03-08,2056.45,32,24,1786.4185714285716,1716.0780000000002,100422.40000000001,1746
2024-03-09,1861.31,30,23,1808.41,1736.518,102283.71,1776
2024-03-10,1556.38,31,26,1826.3414285714284,1731.2033333333336,103840.09000000001,1807
2024-03-11,1855.1,34,28,1890.9,1730.1053333333334,105695.19000000002,1841
2024-03-12,2204.53,46,42,1919.4457142857143,1746.0173333333335,107899.72000000002,1887
2024-03-13,1728.52,26,23,1856.8999999999999,1748.639,109628.24000000002,1913
2024-03-14,2204.51,38,31,1923.8285714285714,1768.7040000000002,111832.75000000001,1951
2024-03-15,944.76,19,15,1765.015714285714,1758.2896666666668,112777.51000000001,1970
2024-03-16,1972.56,33,27,1780.9085714285716,1774.3026666666667,114750.07,2003
2024-03-17,1747.16,30,26,1808.1628571428573,1779.98,116497.23000000001,2033
2024-03-18,1626.16,31,24,1775.457142857143,1766.2316666666666,118123.39000000001,2064
2024-03-19,1737.98,36,31,1708.8071428571427,1763.1470000000002,119861.37000000001,2100
2024-03-20,1108.57,18,14,1620.2428571428572,1759.9656666666667,120969.94000000002,2118
2024-03-21,1633.13,29,24,1538.6171428571429,1753.2313333333334,122603.07000000002,2147
2024-03-22,1800.17,29,24,1660.8185714285717,1759.005,124403.24000000002,2176
2024-03-23,2130.25,38,30,1683.3457142857144,1778.5636666666664,126533.49000000002,2214
2024-03-24,1525.1,24,22,1651.6228571428571,1764.9440000000002,128058.59000000003,2238
2024-03-25,1431.6,25,22,1623.8285714285714,1743.909,129490.19000000003,2263
2024-03-26,1517.07,26,20,1592.27,1726.63,131007.26000000004,2289
2024-03-27,1935.57,30,27,1710.412857142857,1740.9306666666666,132942.83000000005,2319
2024-03-28,1752.84,33,27,1727.5142857142855,1743.78,134695.67000000004,2352
2024-03-29,1488.48,31,28,1682.9871428571428,1731.3666666666666,136184.15000000005,2383
2024-03-30,1794.52,39,35,1635.025714285714,1722.6803333333332,137978.67000000004,2422
2024-03-31,1662.77,27,22,1654.6928571428568,1724.1323333333335,139641.44000000003,2449
2024-04-01,1917.32,33,24,1724.0814285714284,1731.130666666667,141558.76000000004,2482
2024-04-02,1409.19,23,18,1708.67,1730.4083333333333,142967.95000000004,2505
2024-04-03,1514.6,30,25,1648.5314285714285,1734.122,144482.55000000005,2535
2024-04-04,1488.39,31,27,1610.7528571428572,1716.9113333333335,145970.94000000006,2566
2024-04-05,1160.13,25,20,1563.8457142857144,1683.3709999999999,147131.07000000007,2591
2024-04-06,1681.25,32,24,1547.6642857142858,1681.5456666666666,148812.32000000007,2623
2024-04-07,1664.03,29,26,1547.8442857142857,1668.465,150476.35000000006,2652
2024-04-08,1580.64,29,27,1499.747142857143,1659.1093333333333,152056.99000000008,2681
2024-04-09,1502.24,27,23,1513.0400000000002,1657.3046666666667,153559.23000000007,2708
2024-04-10,1141.64,18,14,1459.76,1633.5226666666667,154700.87000000008,2726
2024-04-11,1433.82,27,21,1451.9642857142858,1607.8323333333333,156134.6900000001,2753
2024-04-12,1451.13,26,19,1493.5357142857142,1598.586,157585.8200000001,2779
2024-04-13,1307.36,21,19,1440.122857142857,1568.681,158893.18000000008,2800
2024-04-14,1493.94,28,21,1415.8242857142857,1586.987,160387.12000000008,2828
2024-04-15,1658.03,28,24,1426.8799999999999,1576.5026666666668,162045.15000000008,2856
2024-04-16,2097.37,33,26,1511.8985714285714,1588.1763333333333,164142.52000000008,2889
2024-04-17,1578.83,24,20,1574.3542857142857,1586.5986666666665,165721.35000000006,2913
2024-04-18,1598.89,33,29,1597.9357142857145,1581.9623333333332,167320.24000000008,2946
2024-04-19,1494.73,23,21,1604.1642857142856,1594.8343333333332,168814.9700000001,2969
2024-04-20,937.14,17,13,1551.2757142857142,1571.6346666666666,169752.1100000001,2986
2024-04-21,1500.81,29,21,1552.2571428571428,1561.656,171252.9200000001,3015
2024-04-22,1523.13,28,21,1532.9857142857143,1541.418666666667,172776.0500000001,3043
2024-04-23,2240.64,34,31,1553.452857142857,1565.27,175016.69000000012,3077
2024-04-24,1440.88,26,24,1533.7457142857145,1565.5793333333334,176457.57000000012,3103
2024-04-25,1586.31,30,26,1531.9485714285713,1567.8873333333331,178043.88000000012,3133
2024-04-26,1483.04,25,21,1530.2785714285715,1552.8029999999999,179526.92000000013,3158
2024-04-27,1140.81,22,19,1559.3742857142859,1532.4020000000003,180667.73000000013,3180
2024-04-28,1832.59,39,30,1606.7714285714287,1543.8723333333332,182500.32000000012,3219
2024-04-29,1714.03,36,33,1634.042857142857,1541.1893333333333,184214.35000000012,3255
2024-04-30,1724.86,36,30,1560.3600000000001,1543.2589999999998,185939.2100000001,3291
2024-05-01,1214.22,25,20,1527.9799999999998,1519.8223333333333,187153.4300000001,3316
2024-05-02,1907.77,39,33,1573.902857142857,1536.4416666666666,189061.2000000001,3355
2024-05-03,1066.69,18,13,1514.4242857142856,1521.5113333333331,190127.8900000001,3373
2024-05-04,1664.03,34,26,1589.1699999999998,1527.3659999999998,191791.9200000001,3407
2024-05-05,2146.27,41,36,1633.9814285714285,1560.2373333333335,193938.1900000001,3448
2024-05-06,1193.56,18,13,1559.6285714285714,1543.981,195131.7500000001,3466
2024-05-07,1322.87,24,20,1502.2014285714286,1532.6090000000002,196454.62000000008,3490
2024-05-08,1525.14,26,20,1546.6185714285714,1530.7590000000002,197979.7600000001,3516
2024-05-09,1347.13,27,22,1466.527142857143,1525.5886666666665,199326.8900000001,3543
2024-05-10,1036.36,21,16,1462.1942857142856,1522.0793333333334,200363.2500000001,3564
2024-05-11,1525.98,33,27,1442.4728571428573,1525.1513333333335,201889.2300000001,3597
2024-05-12,1191.04,24,21,1306.0114285714285,1516.4816666666666,203080.2700000001,3621
2024-05-13,1656.59,32,25,1372.1585714285716,1528.1226666666666,204736.8600000001,3653
2024-05-14,1243.94,25,21,1360.8828571428571,1519.7893333333334,205980.8000000001,3678
2024-05-15,1990.47,42,35,1427.3585714285714,1530.8706666666665,207971.2700000001,3720
2024-05-16,1296.71,27,23,1420.1557142857143,1504.182,209267.9800000001,3747
2024-05-17,1441.74,26,24,1478.067142857143,1499.6123333333335,210709.7200000001,3773
2024-05-18,1789.56,36,32,1515.7214285714288,1505.968,212499.2800000001,3809
2024-05-19,1183.87,22,17,1514.6971428571428,1495.606,213683.15000000008,3831
2024-05-20,1629.45,29,21,1510.82,1518.683,215312.6000000001,3860
2024-05-21,1961.92,33,26,1613.3885714285714,1534.0533333333335,217274.5200000001,3893
2024-05-22,1096.57,23,19,1485.6885714285713,1519.8346666666666,218371.0900000001,3916
2024-05-23,1643.7,26,19,1535.2585714285717,1499.9366666666667,220014.79000000012,3942
2024-05-24,1676.24,29,24,1568.7585714285713,1507.782,221691.03000000012,3971
2024-05-25,1843.25,39,33,1576.4285714285713,1516.3466666666666,223534.28000000012,4010
2024-05-26,1248.49,19,15,1585.66,1508.5283333333334,224782.7700000001,4029
2024-05-27,1234.77,19,17,1529.277142857143,1511.6603333333333,226017.5400000001,4048
2024-05-28,1799.26,38,29,1506.0400000000002,1510.5493333333334,227816.8000000001,4086
2024-05-29,1743.99,34,26,1598.5285714285715,1511.548,229560.7900000001,4120
2024-05-30,1742.69,28,25,1612.6699999999998,1512.1423333333335,231303.4800000001,4148
2024-05-31,1784.55,29,24,1628.142857142857,1531.1533333333332,233088.0300000001,4177
2024-06-01,1490.11,30,26,1577.6942857142858,1517.2313333333334,234578.14000000007,4207
2024-06-02,1777.69,36,30,1653.2942857142857,1540.9313333333334,236355.83000000007,4243
2024-06-03,1810.25,34,27,1735.5057142857142,1545.8053333333335,238166.08000000007,4277
2024-06-04,1522.72,27,24,1696.0,1525.0203333333334,239688.80000000008,4304
2024-06-05,2311.85,40,36,1777.1228571428571,1562.2966666666666,242000.65000000008,4344
2024-06-06,1909.73,36,32,1800.9857142857145,1581.8586666666665,243910.3800000001,4380
2024-06-07,1426.01,26,20,1749.7657142857145,1578.5543333333333,245336.3900000001,4406
2024-06-08,1996.55,33,28,1822.1142857142856,1600.2016666666668,247332.9400000001,4439
2024-06-09,1523.7,33,27,1785.8300000000002,1616.4463333333333,248856.6400000001,4472
2024-06-10,2069.09,41,31,1822.8071428571432,1634.55,250925.7300000001,4513
2024-06-11,2197.72,37,34,1919.2357142857143,1668.106,253123.4500000001,4550
2024-06-12,1621.41,25,19,1820.6014285714284,1666.9333333333334,254744.8600000001,4575
2024-06-13,2174.41,39,36,1858.412857142857,1697.949,256919.2700000001,4614
2024-06-14,2027.29,36,30,1944.3099999999997,1699.176333333333,258946.5600000001,4650
2024-06-15,2168.4,45,35,1968.8600000000001,1728.2326666666665,261114.9600000001,4695
2024-06-16,2509.41,46,39,2109.675714285714,1763.8216666666667,263624.3700000001,4741
2024-06-17,1885.57,33,30,2083.4585714285713,1767.0220000000002,265509.9400000001,4774
2024-06-18,1752.12,35,31,2019.8014285714285,1785.9636666666665,267262.0600000001,4809
2024-06-19,1730.65,34,30,2035.4071428571428,1789.337,268992.71000000014,4843
2024-06-20,1772.22,33,29,1977.9514285714286,1783.0136666666667,270764.9300000001,4876
2024-06-21,2013.48,44,39,1975.9785714285713,1813.5773333333334,272778.4100000001,4920
2024-06-22,2158.77,41,37,1974.6028571428571,1830.7463333333333,274937.1800000001,4961
2024-06-23,2159.4,43,34,1924.6014285714284,1846.8516666666667,277096.58000000013,5004
2024-06-24,2344.64,45,38,1990.182857142857,1863.5646666666667,279441.22000000015,5049
2024-06-25,2120.61,44,34,2042.8242857142857,1892.6353333333332,281561.83000000013,5093
2024-06-26,2573.1,40,37,2163.174285714286,1937.2463333333333,284134.9300000001,5133
2024-06-27,2078.06,36,33,2206.865714285714,1946.5396666666666,286212.9900000001,5169
2024-06-28,2993.99,51,38,2346.9385714285713,1988.2063333333333,289206.9800000001,5220
2024-06-29,2386.19,39,34,2379.4271428571424,2009.6563333333331,291593.1700000001,5259
2024-06-30,1961.93,35,32,2351.217142857143,2015.569,293555.1000000001,5294
2024-07-01,1918.42,41,32,2290.3285714285716,2029.846,295473.5200000001,5335
2024-07-02,2405.05,43,37,2330.9628571428575,2050.758,297878.57000000007,5378
2024-07-03,2213.88,39,36,2279.6457142857143,2064.2123333333334,300092.45000000007,5417
2024-07-04,2515.71,41,31,2342.167142857143,2097.312,302608.1600000001,5458
2024-07-05,2464.03,45,40,2266.4585714285718,2102.384666666667,305072.1900000001,5503
2024-07-06,2320.7,48,38,2257.1028571428574,2116.083666666667,307392.89000000013,5551
2024-07-07,2108.92,41,38,2278.1014285714286,2138.847333333333,309501.8100000001,5592
2024-07-08,1928.83,36,33,2279.5885714285714,2136.5899999999997,311430.64000000013,5628
2024-07-09,2269.56,39,36,2260.232857142857,2161.4519999999998,313700.2000000001,5667
2024-07-10,2680.53,47,39,2326.897142857143,2181.8333333333335,316380.73000000016,5714
2024-07-11,2507.8,48,44,2325.7671428571425,2192.1693333333333,318888.53000000014,5762
2024-07-12,2089.67,32,29,2272.287142857143,2207.778,320978.2000000001,5794
2024-07-13,2534.99,44,35,2302.9,2219.7973333333334,323513.1900000001,5838
2024-07-14,2618.09,52,47,2375.6385714285716,2239.4906666666666,326131.28000000014,5890
2024-07-15,2256.6,47,35,2422.462857142857,2242.4306666666666,328387.8800000001,5937
2024-07-16,2586.93,53,46,2467.8014285714285,2245.014666666667,330974.8100000001,5990
2024-07-17,2577.1,51,40,2453.0257142857145,2268.065666666667,333551.9100000001,6041
2024-07-18,2235.32,46,35,2414.1,2284.1723333333334,335787.2300000001,6087
2024-07-19,2703.88,55,42,2501.844285714286,2316.6133333333332,338491.1100000001,6142
2024-07-20,2782.84,54,48,2537.2514285714287,2350.3006666666665,341273.9500000001,6196
2024-07-21,2957.3,61,49,2585.71,2381.7613333333334,344231.2500000001,6257
2024-07-22,2966.0,47,42,2687.052857142857,2408.6690000000003,347197.2500000001,6304
2024-07-23,2253.74,48,36,2639.4542857142856,2411.813666666667,349450.9900000001,6352
2024-07-24,2402.55,43,34,2614.5185714285717,2413.744,351853.5400000001,6395
2024-07-25,2854.93,53,45,2703.0342857142855,2438.2213333333334,354708.4700000001,6448
2024-07-26,2870.73,44,39,2726.87,2448.1423333333337,357579.20000000007,6492
2024-07-27,2886.94,61,49,2741.741428571429,2475.105,360466.1400000001,6553
2024-07-28,3903.7,73,63,2876.941428571429,2505.4286666666667,364369.8400000001,6626
2024-07-29,2934.24,45,41,2872.4042857142854,2523.697,367304.0800000001,6671
2024-07-30,3118.34,50,43,2995.9185714285713,2562.2439999999997,370422.4200000001,6721
2024-07-31,3078.18,50,39,3092.4371428571426,2600.902666666667,373500.6000000001,6771
2024-08-01,3001.3,59,44,3113.3471428571424,2620.7776666666664,376501.9000000001,6830
2024-08-02,2724.8,56,51,3092.5,2637.8083333333334,379226.70000000007,6886
2024-08-03,3060.15,52,39,3117.2442857142855,2655.9563333333335,382286.8500000001,6938
2024-08-04,2613.26,41,37,2932.8957142857143,2660.9306666666666,384900.1100000001,6979
2024-08-05,2786.27,49,41,2911.757142857143,2676.449666666667,387686.3800000001,7028
2024-08-06,2723.48,48,45,2855.3485714285716,2696.935,390409.8600000001,7076
2024-08-07,2904.98,57,51,2830.6057142857144,2729.4733333333334,393314.8400000001,7133
2024-08-08,3585.7,59,56,2914.091428571429,2773.344666666667,396900.5400000001,7192
2024-08-09,2341.54,48,39,2859.3399999999997,2762.045,399242.0800000001,7240
2024-08-10,3117.57,60,54,2867.5428571428574,2782.3706666666667,402359.6500000001,7300
2024-08-11,2437.37,45,37,2842.4157142857143,2793.960666666667,404797.0200000001,7345
2024-08-12,2788.64,50,42,2842.7542857142857,2802.4156666666668,407585.6600000001,7395
2024-08-13,3265.47,65,56,2920.181428571428,2823.9950000000003,410851.13000000006,7460
2024-08-14,2966.16,62,57,2928.9214285714284,2847.647,413817.29000000004,7522
2024-08-15,2631.17,45,42,2792.56,2849.121666666667,416448.46,7567
2024-08-16,2747.05,54,48,2850.4900000000002,2854.7866666666664,419195.51,7621
2024-08-17,3172.19,56,46,2858.2928571428574,2886.0156666666667,422367.7,7677
2024-08-18,2755.4,57,47,2903.725714285714,2887.733,425123.10000000003,7734
2024-08-19,3045.17,55,49,2940.3728571428574,2896.4773333333337,428168.27,7789
2024-08-20,2999.16,53,42,2902.328571428571,2897.872666666667,431167.43,7842
2024-08-21,2794.79,60,46,2877.847142857143,2892.1656666666668,433962.22,7902
2024-08-22,3637.77,70,57,3021.6471428571426,2938.3,437599.99,7972
2024-08-23,3188.61,66,53,3084.727142857143,2964.502,440788.6,8038
2024-08-24,2394.28,51,41,2973.597142857143,2949.147,443182.88,8089
2024-08-25,3060.7,47,37,3017.2114285714283,2955.4793333333337,446243.58,8136
2024-08-26,2808.71,54,40,2983.4314285714286,2952.871666666667,449052.29000000004,8190
2024-08-27,3265.01,53,39,3021.41,2931.5820000000003,452317.30000000005,8243
2024-08-28,2773.11,55,52,3018.3128571428574,2926.2110000000002,455090.41000000003,8298
2024-08-29,2977.61,50,41,2924.004285714286,2921.52,458068.02,8348
2024-08-30,3164.25,52,42,2920.524285714286,2924.389,461232.27,8400
2024-08-31,3272.79,57,50,3046.0257142857145,2933.438666666667,464505.06,8457
2024-09-01,2652.87,48,38,2987.764285714286,2931.041,467157.93,8505
2024-09-02,2912.1,54,50,3002.5342857142855,2926.1059999999998,470070.02999999997,8559
2024-09-03,2869.06,55,49,2945.9700000000003,2934.6326666666664,472939.08999999997,8614
2024-09-04,2814.26,44,33,2951.848571428571,2935.565666666667,475753.35,8658
2024-09-05,3538.22,57,47,3031.9357142857143,2962.7236666666668,479291.56999999995,8715
2024-09-06,3128.04,48,44,3026.7628571428572,2970.159,482419.6099999999,8763
2024-09-07,2625.89,55,51,2934.348571428571,2938.165333333333,485045.49999999994,8818
2024-09-08,3276.77,54,45,3023.477142857143,2969.3396666666667,488322.26999999996,8872
2024-09-09,3634.98,57,49,3126.7457142857143,2986.5866666666666,491957.24999999994,8929
2024-09-10,3304.68,67,52,3188.977142857143,3015.4970000000003,495261.92999999993,8996
2024-09-11,2535.42,54,51,3149.1428571428573,3007.0563333333334,497797.3499999999,9050
2024-09-12,2841.95,47,37,3049.675714285714,2992.939,500639.29999999993,9097
2024-09-13,3363.01,59,55,3083.242857142857,3006.1673333333333,504002.30999999994,9156
2024-09-14,2766.07,44,38,3103.2685714285717,3010.6639999999998,506768.37999999995,9200
2024-09-15,3106.69,64,55,3078.9714285714285,3022.6520000000005,509875.06999999995,9264
2024-09-16,3200.87,52,44,3016.9557142857143,3023.608,513075.93999999994,9316
2024-09-17,2685.11,54,42,2928.445714285714,3021.265,515761.04999999993,9370
2024-09-18,2939.81,60,47,2986.2157142857145,3017.7529999999997,518700.8599999999,9430
2024-09-19,1979.58,40,31,2863.02,2983.767,520680.43999999994,9470
2024-09-20,2638.74,43,33,2759.552857142857,2978.5653333333335,523319.17999999993,9513
2024-09-21,2864.21,49,44,2773.5728571428567,2952.7799999999997,526183.3899999999,9562
2024-09-22,2559.42,46,37,2695.391428571428,2931.807,528742.8099999999,9608
2024-09-23,3417.11,65,49,2726.282857142857,2965.9013333333332,532159.9199999999,9673
2024-09-24,2491.85,39,36,2698.674285714286,2946.9396666666667,534651.7699999999,9712
2024-09-25,2782.27,52,48,2676.1685714285713,2946.0583333333334,537434.0399999999,9764
2024-09-26,2946.81,48,44,2814.344285714286,2935.451666666667,540380.85,9812
2024-09-27,3333.2,61,57,2913.552857142857,2954.1213333333335,543714.0499999999,9873
2024-09-28,2463.22,46,36,2856.2685714285717,2936.975,546177.2699999999,9919
2024-09-29,3236.05,59,48,2952.93,2939.3683333333333,549413.32,9978
2024-09-30,2883.26,56,50,2876.6657142857143,2926.384,552296.58,10034
2024-10-01,2578.82,43,38,2889.0899999999997,2923.9156666666668,554875.3999999999,10077
2024-10-02,3004.98,54,42,2920.905714285714,2927.0116666666668,557880.3799999999,10131
2024-10-03,2919.17,58,52,2916.957142857143,2928.6820000000002,560799.5499999999,10189
2024-10-04,2672.53,42,33,2822.575714285714,2923.9576666666667,563472.08,10231
2024-10-05,2866.73,54,42,2880.2200000000003,2901.5746666666664,566338.8099999999,10285
2024-10-06,2723.46,48,41,2806.9928571428572,2888.088666666667,569062.2699999999,10333
2024-10-07,2866.46,45,39,2804.592857142857,2896.1076666666663,571928.7299999999,10378
2024-10-08,3024.49,52,45,2868.2600000000007,2887.6983333333333,574953.2199999999,10430
2024-10-09,3295.22,69,53,2909.722857142857,2876.373,578248.4399999998,10499
2024-10-10,2441.77,38,35,2841.522857142857,2847.6093333333333,580690.2099999998,10537
2024-10-11,3446.87,59,47,2952.1428571428564,2877.991,584137.0799999998,10596
2024-10-12,2215.35,42,32,2859.0885714285714,2857.1043333333337,586352.4299999998,10638
2024-10-13,2749.63,57,52,2862.827142857143,2836.6583333333333,589102.0599999998,10695
2024-10-14,2966.04,48,45,2877.052857142857,2843.324,592068.0999999999,10743
2024-10-15,2868.44,49,45,2854.7599999999998,2835.3823333333335,594936.5399999998,10792
2024-10-16,2592.15,46,41,2754.3214285714284,2815.0916666666667,597528.6899999998,10838
2024-10-17,2711.57,43,37,2792.8642857142854,2815.9736666666663,600240.2599999998,10881
2024-10-18,2621.41,43,36,2674.941428571429,2805.360333333333,602861.6699999998,10924
2024-10-19,2588.08,53,40,2728.1885714285713,2825.6436666666664,605449.7499999998,10977
2024-10-20,3015.62,58,48,2766.187142857143,2838.206333333333,608465.3699999998,11035
2024-10-21,2863.98,57,46,2751.6071428571427,2838.1986666666667,611329.3499999997,11092
2024-10-22,2545.45,42,33,2705.4657142857145,2837.733,613874.7999999997,11134
2024-10-23,3019.96,66,59,2766.5814285714287,2824.4946666666665,616894.7599999997,11200
2024-10-24,2839.37,50,42,2784.8385714285714,2836.078666666667,619734.1299999997,11250
2024-10-25,2988.47,49,37,2837.2757142857145,2842.9519999999998,622722.5999999996,11299
2024-10-26,2931.28,46,36,2886.304285714286,2842.434333333333,625653.8799999997,11345
2024-10-27,2491.84,48,42,2811.4785714285713,2814.389,628145.7199999996,11393
2024-10-28,2571.0,41,31,2769.6242857142856,2817.9816666666666,630716.7199999996,11434
2024-10-29,2962.14,62,57,2829.1514285714284,2808.851333333333,633678.8599999996,11496
2024-10-30,2920.35,47,39,2814.9214285714284,2810.087666666667,636599.2099999996,11543
2024-10-31,2730.66,57,48,2799.391428571428,2815.1489999999994,639329.8699999996,11600
2024-11-01,2772.23,52,45,2768.5,2807.3906666666667,642102.0999999996,11652
2024-11-02,3120.85,51,46,2795.5814285714287,2814.1133333333332,645222.9499999996,11703
2024-11-03,2561.03,53,43,2805.465714285714,2810.3966666666665,647783.9799999996,11756
2024-11-04,2904.0,58,51,2853.0371428571425,2811.639,650687.9799999996,11814
2024-11-05,2681.03,45,38,2812.878571428572,2810.2246666666665,653369.0099999997,11859
2024-11-06,2678.64,45,36,2778.3485714285716,2803.964,656047.6499999997,11904
2024-11-07,3076.28,53,49,2827.722857142857,2805.6903333333335,659123.9299999997,11957
2024-11-08,2997.44,50,45,2859.8957142857143,2795.764333333333,662121.3699999996,12007
2024-11-09,2997.48,53,46,2842.2714285714287,2814.288,665118.8499999996,12060
2024-11-10,3149.16,62,57,2926.2900000000004,2804.364333333333,668268.0099999997,12122
2024-11-11,2768.36,53,48,2906.912857142858,2822.798,671036.3699999996,12175
2024-11-12,2971.67,61,54,2948.432857142857,2830.1993333333335,674008.0399999997,12236
2024-11-13,2679.49,42,38,2948.554285714286,2820.6476666666663,676687.5299999997,12278
2024-11-14,2875.78,50,44,2919.9114285714286,2820.8923333333328,679563.3099999997,12328
2024-11-15,2745.92,51,45,2883.98,2826.0179999999996,682309.2299999997,12379
2024-11-16,2820.97,52,45,2858.7642857142855,2829.6646666666666,685130.1999999997,12431
2024-11-17,2977.8,46,41,2834.2842857142855,2841.5443333333333,688107.9999999998,12477
2024-11-18,2561.65,53,41,2804.7542857142857,2840.663333333333,690669.6499999998,12530
2024-11-19,3443.16,60,55,2872.11,2854.9146666666666,694112.8099999998,12590
2024-11-20,2522.43,45,41,2849.672857142857,2843.529666666667,696635.2399999999,12635
2024-11-21,2469.25,43,32,2791.597142857143,2840.989666666667,699104.4899999999,12678
2024-11-22,3190.67,70,64,2855.132857142857,2846.6800000000003,702295.1599999999,12748
2024-11-23,3090.93,49,38,2893.6985714285715,2855.065333333333,705386.09,12797
2024-11-24,3051.32,47,38,2904.2014285714286,2857.1603333333333,708437.4099999999,12844
2024-11-25,3063.69,54,48,2975.921428571429,2861.574,711501.0999999999,12898
