customer_id,total_transactions,days_as_customer,total_spent,days_since_last_purchase,purchase_count,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_tier,spend_quartile,recency_score,frequency_score,monetary_score,rfm_score
61,5,170,540.0,14,5,0.8823529411764706,108.0,95.29411764705881,low,Q2,4,1,2,7
62,12,380,1275.0,47,12,0.9473684210526316,106.25,100.65789473684211,low,Q2,1,3,3,7
63,2,100,165.0,82,2,0.6,82.5,49.5,low,Q1,1,1,1,3
64,25,740,3140.0,7,25,1.0135135135135134,125.6,127.29729729729729,low,Q4,5,5,5,15
65,8,260,700.0,30,8,0.9230769230769231,87.5,80.76923076923077,low,Q2,2,2,2,6
66,1,55,65.0,43,1,0.5454545454545455,65.0,35.45454545454545,low,Q1,1,1,1,3
67,30,920,4750.0,4,30,0.9782608695652174,158.33333333333334,154.8913043478261,low,Q4,5,5,5,15
68,15,470,1560.0,20,15,0.9574468085106383,104.0,99.57446808510639,low,Q3,3,3,3,9
69,3,110,225.0,57,3,0.8181818181818182,75.0,61.36363636363637,low,Q1,1,1,1,3
70,20,620,2490.0,9,20,0.9677419354838709,124.5,120.48387096774192,low,Q3,4,4,4,12
71,4,130,340.0,42,4,0.9230769230769231,85.0,78.46153846153847,low,Q1,1,1,1,3
72,18,560,1930.0,16,18,0.9642857142857142,107.22222222222223,103.39285714285714,low,Q3,3,4,4,11
73,6,190,515.0,37,6,0.9473684210526316,85.83333333333333,81.31578947368422,low,Q1,2,2,2,6
74,22,680,2730.0,11,22,0.9705882352941176,124.0909090909091,120.44117647058823,low,Q4,4,4,4,12
75,10,320,980.0,26,10,0.9375,98.0,91.875,low,Q2,2,2,2,6
76,2,70,195.0,60,2,0.8571428571428571,97.5,83.57142857142857,low,Q1,1,1,1,3
77,28,860,3640.0,6,28,0.9767441860465116,130.0,126.9767441860465,low,Q4,5,5,5,15
78,14,440,1330.0,22,14,0.9545454545454546,95.0,90.68181818181819,low,Q2,3,3,3,9
79,7,220,530.0,34,7,0.9545454545454546,75.71428571428571,72.27272727272728,low,Q1,2,2,2,6
80,24,740,3010.0,8,24,0.9729729729729729,125.41666666666667,122.02702702702702,low,Q4,4,5,5,14
81,9,280,850.0,27,9,0.9642857142857142,94.44444444444444,91.07142857142857,low,Q2,2,2,2,6
82,11,340,1140.0,24,11,0.9705882352941176,103.63636363636364,100.58823529411764,low,Q2,2,2,3,7
83,13,400,1360.0,21,13,0.975,104.61538461538461,102.0,low,Q3,3,3,3,9
84,17,520,1790.0,17,17,0.9807692307692308,105.29411764705883,103.26923076923077,low,Q3,3,3,4,10
85,19,580,2150.0,12,19,0.9827586206896552,113.15789473684211,111.20689655172414,low,Q3,4,4,4,12
86,21,640,2400.0,10,21,0.984375,114.28571428571429,112.5,low,Q3,4,4,4,12
87,23,700,2750.0,8,23,0.9857142857142858,119.56521739130434,117.85714285714286,low,Q4,4,4,4,12
88,27,820,3360.0,5,27,0.9878048780487805,124.44444444444444,122.92682926829269,low,Q4,5,5,5,15
89,29,880,4160.0,3,29,0.9886363636363636,143.44827586206895,141.8181818181818,low,Q4,5,5,5,15
90,16,490,1720.0,18,16,0.979591836734694,107.5,105.3061224489796,low,Q3,3,3,3,9
91,5,180,550.0,15,5,0.8333333333333334,110.0,91.66666666666667,low,Q2,3,1,2,6
92,12,390,1290.0,48,12,0.9230769230769231,107.5,99.23076923076923,low,Q2,1,3,3,7
93,2,105,170.0,83,2,0.5714285714285714,85.0,48.57142857142857,low,Q1,1,1,1,3
94,25,750,3160.0,8,25,1.0,126.4,126.4,low,Q4,4,5,5,14
95,8,270,710.0,31,8,0.8888888888888888,88.75,78.88888888888889,low,Q2,2,2,2,6
96,1,60,70.0,45,1,0.5,70.0,35.0,low,Q1,1,1,1,3
97,30,930,4800.0,5,30,0.967741935483871,160.0,154.83870967741936,low,Q4,5,5,5,15
98,15,480,1580.0,21,15,0.9375,105.33333333333333,98.75,low,Q3,3,3,3,9
99,3,115,230.0,58,3,0.7826086956521738,76.66666666666667,60.0,low,Q1,1,1,1,3
100,20,630,2510.0,10,20,0.9523809523809523,125.5,119.52380952380952,low,Q3,4,4,4,12
