customer_id,customer_type,lifetime_value,churn,support_tickets,retention_days
1063,SMB,9429.69,0,5,393
1064,Enterprise,156277.24,0,6,614
1065,Startup,1585.74,0,1,188
1066,Startup,2522.26,0,2,261
1067,Startup,1451.8,0,2,277
1068,Startup,2700.71,0,1,229
1069,Enterprise,155512.7,0,9,573
1070,SMB,8774.27,0,3,379
1071,Enterprise,168825.69,0,9,728
1072,SMB,8162.84,1,4,351
1073,SMB,9073.07,0,5,380
1074,Startup,2340.85,0,1,264
1075,Enterprise,172154.41,0,7,627
1076,Enterprise,171248.03,0,5,734
1077,Startup,2056.28,0,2,177
1078,Enterprise,179051.0,0,9,755
1079,SMB,8820.68,0,3,410
1080,SMB,7536.33,0,4,353
1081,Startup,1941.06,0,2,247
1082,Enterprise,161426.95,0,10,765
1083,Enterprise,176345.56,0,9,851
1084,Enterprise,179533.17,0,10,712
1085,SMB,10085.31,0,5,360
1086,SMB,6811.37,0,4,275
1087,Startup,2261.28,0,0,193
1088,Startup,2202.05,0,1,204
1089,Startup,1904.58,0,2,253
1090,SMB,8255.62,1,4,360
1091,SMB,7744.72,0,4,391
1092,SMB,7819.43,0,2,398
1093,SMB,11111.12,0,3,246
1094,Enterprise,142532.01,0,7,768
1095,Startup,2408.0,0,2,245
1096,SMB,6501.05,0,4,398
1097,Startup,1977.63,0,1,298
1098,Enterprise,164947.36,0,8,843
1099,Enterprise,169526.18,0,6,767
1100,Startup,2007.12,1,0,251
1101,Startup,2476.3,0,2,256
1102,SMB,8834.35,0,5,457
1103,Startup,1614.63,0,1,233
1104,Enterprise,131112.62,0,9,795
1105,Startup,1753.82,0,2,209
1106,Startup,2087.41,0,2,228
1107,SMB,8089.9,0,5,421
1108,Startup,2094.56,0,1,240
1109,Enterprise,160009.55,0,7,699
1110,Startup,3082.0,0,2,212
1111,SMB,8403.69,0,4,388
1112,Startup,2643.3,0,1,220
1113,Startup,2216.87,0,2,293
1114,Startup,2861.73,0,2,236
1115,Enterprise,172453.55,0,6,713
1116,SMB,8507.73,0,4,368
1117,Enterprise,143039.74,0,9,634
1118,Startup,2078.63,0,2,252
1119,SMB,7917.66,0,5,383
1120,Enterprise,144814.99,0,10,759
1121,Startup,2326.32,0,1,276
1122,SMB,9544.94,0,4,342
1123,Startup,2538.83,0,0,266
1124,Enterprise,118171.91,0,9,682
1125,Enterprise,151799.12,0,10,639
1126,SMB,12139.49,0,5,337
1127,SMB,8957.59,0,4,387
1128,SMB,5981.03,0,4,447
1129,Startup,1896.84,0,2,273
1130,Startup,1485.95,0,1,244
1131,SMB,7075.46,0,4,346
1132,Startup,2170.48,0,1,268
1133,Enterprise,138579.91,0,8,696
1134,Startup,2195.84,0,3,227
1135,SMB,7445.58,0,5,359
1136,Enterprise,181400.65,0,8,720
1137,Enterprise,137960.63,0,10,786
1138,Enterprise,182422.17,0,6,724
1139,Enterprise,175328.14,0,9,819
1140,Enterprise,155187.79,0,9,811
1141,Enterprise,150242.93,0,10,689
1142,Enterprise,146445.19,0,9,779
1143,Startup,2556.45,0,1,236
1144,Enterprise,147785.33,0,10,772
1145,Startup,2867.42,0,2,203
1146,Startup,1581.15,0,1,265
1147,Startup,2616.91,0,1,223
1148,Enterprise,157342.05,0,8,712
1149,Startup,1465.36,1,0,275
1150,SMB,8794.54,0,4,382
1151,Startup,2007.17,0,2,265
1152,Enterprise,136448.68,0,9,673
1153,Startup,1465.02,0,0,273
1154,SMB,8642.46,0,4,404
1155,Startup,1593.23,0,1,225
1156,SMB,6608.97,1,4,404
1157,SMB,6003.15,1,2,383
1158,Startup,1853.87,0,1,259
1159,Enterprise,159472.55,0,9,857
1160,Startup,1727.08,0,1,247
1161,SMB,8365.93,0,4,427
1162,Startup,2110.75,0,2,267
1163,Startup,1856.05,0,2,194
1164,Startup,1291.19,0,2,236
1165,Startup,2591.18,0,2,219
1166,Startup,2248.08,0,2,246
1167,Enterprise,143933.83,0,9,700
1168,Startup,1973.59,0,0,273
1169,SMB,6997.86,0,5,352
1170,SMB,6344.95,0,2,377
1171,SMB,9760.21,0,4,302
1172,SMB,6872.05,0,4,324
1173,Enterprise,133428.32,0,8,570
1174,Startup,2059.78,0,1,233
1175,SMB,4772.28,0,3,350
1176,SMB,8879.55,0,6,361
1177,Enterprise,155393.39,0,8,762
1178,Enterprise,143678.04,0,7,719
1179,Startup,1127.83,0,2,238
1180,Startup,2028.65,0,2,286
1181,SMB,7807.19,0,2,335
1182,Startup,1852.61,0,3,208
1183,SMB,9893.88,0,4,475
1184,SMB,8380.61,0,5,409
1185,Startup,1740.01,0,1,238
1186,Enterprise,158040.69,0,8,770
1187,SMB,6741.19,0,3,272
1188,SMB,11902.52,0,5,281
1189,Startup,3316.77,0,2,246
1190,Startup,2330.36,0,0,266
1191,Startup,2162.92,0,2,274
1192,Startup,2175.47,0,3,225
1193,Startup,2274.44,0,3,248
1194,Enterprise,148841.9,0,10,728
1195,Enterprise,163652.46,0,8,670
1196,SMB,6476.27,0,4,379
1197,SMB,7135.23,1,1,335
1198,Enterprise,139802.85,0,5,775
1199,Startup,1872.08,0,1,191
1200,Enterprise,170531.6,0,9,659
1201,Enterprise,147897.63,0,6,642
1202,SMB,8967.82,1,5,364
1203,Startup,2245.77,0,1,242
1204,SMB,7262.55,0,5,316
1205,Startup,2654.01,0,1,280
1206,SMB,5598.64,0,3,355
1207,Enterprise,148608.2,0,9,674
1208,Startup,987.29,0,2,229
1209,SMB,8139.27,0,4,314
1210,Startup,1811.48,0,1,204
1211,Enterprise,113797.37,0,6,742
1212,Enterprise,155619.29,0,7,689
1213,Startup,1657.0,0,1,233
1214,Startup,1872.03,0,3,283
1215,Startup,1351.42,0,2,233
1216,SMB,5297.03,0,5,394
1217,Startup,957.09,0,1,233
1218,Enterprise,127060.83,0,8,758
1219,Startup,2409.86,0,1,273
1220,Startup,1264.6,0,2,274
1221,SMB,7525.39,0,6,366
1222,Startup,2440.59,0,1,182
1223,Startup,2141.47,1,2,248
1224,Enterprise,163341.12,0,7,719
1225,Startup,1811.22,0,2,201
1226,Enterprise,130739.69,0,10,723
1227,SMB,9200.61,0,5,414
1228,SMB,7515.98,0,4,420
1229,Startup,2602.98,1,2,216
1230,SMB,7703.99,0,4,351
1231,SMB,8689.96,0,3,451
1232,Startup,2468.1,0,2,278
1233,SMB,7909.01,0,3,292
1234,SMB,4555.73,0,4,305
1235,Enterprise,151217.93,0,9,728
1236,Enterprise,140686.7,0,9,861
1237,Enterprise,164300.14,0,9,771
1238,Startup,2410.48,0,0,244
1239,Enterprise,189500.55,0,8,627
1240,SMB,8587.71,0,2,368
1241,Enterprise,147254.56,0,8,764
1242,Enterprise,158251.41,0,6,681
1243,SMB,9045.43,0,4,413
1244,Startup,2253.18,0,2,213
1245,SMB,11478.99,0,5,369
1246,Enterprise,137480.14,0,8,695
1247,SMB,9781.08,0,7,386
1248,Enterprise,181025.26,0,9,789
1249,Enterprise,149705.63,0,10,703
1250,Enterprise,177536.07,0,10,744
1251,Enterprise,154002.69,0,5,691
1252,Startup,1819.95,0,1,238
1253,Startup,1441.29,0,0,193
1254,Startup,1015.0,1,2,217
1255,SMB,6683.03,0,3,350
1256,SMB,7783.87,0,3,387
1257,SMB,7185.99,0,3,332
1258,Startup,1598.92,0,3,224
1259,Startup,2109.01,0,1,237
1260,Enterprise,143157.17,0,7,689
1261,Startup,2525.95,0,1,217
1262,SMB,5254.05,0,5,422
1263,Enterprise,130241.28,0,9,778
1264,Enterprise,198040.53,0,8,751
1265,SMB,7584.78,0,5,397
1266,Startup,2526.4,0,2,232
1267,Startup,1891.63,0,2,254
1268,SMB,9536.09,1,5,395
1269,Startup,2092.12,0,1,187
1270,SMB,7173.22,0,3,360
1271,SMB,7852.12,0,4,392
1272,Enterprise,127217.17,0,9,887
1273,Startup,1305.55,0,1,232
1274,Enterprise,125454.8,0,11,774
1275,SMB,7570.99,0,6,448
1276,Enterprise,171323.97,0,7,803
1277,Enterprise,171291.37,0,9,769
1278,Startup,2850.76,0,1,190
1279,Enterprise,178886.78,0,10,712
1280,Startup,1374.31,0,1,205
1281,SMB,7713.46,0,7,395
1282,Startup,2625.73,0,3,264
1283,Enterprise,141972.4,0,9,723
1284,Enterprise,126888.64,0,9,742
1285,Enterprise,133904.26,0,7,657
1286,Startup,2665.43,0,2,255
1287,SMB,8423.87,0,4,432
1288,SMB,7638.11,0,5,445
1289,Enterprise,132595.54,0,10,741
1290,Startup,2620.57,0,2,194
1291,Startup,2065.82,0,1,233
1292,Startup,1861.34,0,2,266
1293,SMB,9216.21,0,5,281
1294,SMB,3945.15,0,5,331
1295,SMB,8599.53,0,3,336
1296,SMB,8113.15,0,2,349
1297,Startup,1604.15,0,1,264
1298,SMB,7880.54,1,5,312
1299,Enterprise,185258.75,0,9,671
1300,Enterprise,146855.72,0,10,609
1301,SMB,5930.57,0,3,399
1302,SMB,9497.47,0,4,378
1303,SMB,5295.29,0,2,372
1304,SMB,10809.95,0,5,340
1305,Startup,2347.51,0,0,205
1306,Startup,1720.34,0,3,246
1307,SMB,7977.04,1,5,365
1308,SMB,7237.79,0,4,340
1309,Startup,2092.43,1,3,244
1310,SMB,8290.38,0,5,354
1311,SMB,8247.14,0,4,368
1312,SMB,9689.08,0,4,280
1313,SMB,6646.92,0,3,411
1314,Startup,2079.58,0,1,257
1315,SMB,8952.08,0,6,378
1316,SMB,8285.75,0,5,340
1317,Enterprise,176477.5,0,7,622
1318,SMB,7034.72,1,5,363
1319,Startup,1666.86,1,1,220
1320,Enterprise,111326.43,0,7,656
1321,Enterprise,144618.11,0,11,773
1322,Enterprise,148195.45,0,10,872
1323,SMB,8254.04,0,3,355
1324,Startup,2553.48,0,2,304
1325,Startup,1397.65,0,2,246
1326,SMB,7156.75,0,4,284
1327,SMB,9113.14,0,5,419
1328,SMB,9345.26,0,4,320
1329,Startup,2585.56,0,2,235
1330,Enterprise,161378.73,0,7,696
1331,Startup,2314.87,0,2,301
1332,SMB,11739.5,1,4,398
1333,Startup,2465.79,0,2,250
1334,Startup,1624.7,0,2,209
1335,Enterprise,174187.64,0,9,884
1336,SMB,8042.27,1,4,409
1337,Startup,1322.99,0,1,261
1338,SMB,6882.65,0,3,353
1339,Startup,2734.79,0,2,260
1340,SMB,7106.51,1,6,264
1341,SMB,10010.68,0,2,365
1342,SMB,9191.4,1,3,373
1343,Enterprise,116604.42,0,11,646
1344,Enterprise,161766.57,0,8,701
1345,SMB,7958.73,0,6,435
1346,SMB,7360.46,0,6,365
1347,SMB,9244.21,0,4,348
1348,Startup,2507.32,0,1,191
1349,Enterprise,133690.02,0,8,634
1350,Startup,1584.36,0,2,253
1351,Enterprise,160538.75,0,11,814
1352,Enterprise,152290.67,1,10,708
1353,Startup,2143.57,0,3,220
1354,Enterprise,128053.08,0,9,715
1355,Enterprise,148263.1,0,10,645
1356,Enterprise,166462.1,0,10,726
1357,SMB,6942.48,0,4,385
1358,SMB,8727.1,0,3,331
1359,SMB,7079.9,0,4,343
1360,Enterprise,145943.08,0,9,827
1361,SMB,9921.52,0,4,398
1362,SMB,5669.36,0,5,377
1363,Enterprise,151641.1,0,8,744
1364,SMB,7801.05,0,3,410
1365,Enterprise,166664.48,0,7,698
1366,Enterprise,149611.16,0,7,642
1367,Startup,1692.52,1,2,227
1368,Enterprise,141992.37,0,9,752
1369,SMB,7660.27,0,3,343
1370,Startup,1704.59,0,2,259
1371,Enterprise,145415.68,0,10,664
1372,Startup,2877.39,0,3,225
1373,Enterprise,177718.07,0,10,622
1374,Enterprise,133673.89,0,10,615
1375,Enterprise,164202.18,0,9,758
1376,Startup,2517.91,0,1,272
1377,SMB,7759.8,0,5,370
1378,Enterprise,156249.17,0,8,624
1379,Startup,1851.98,0,1,317
1380,Startup,1906.6,0,2,299
1381,Enterprise,179902.67,0,9,736
1382,Enterprise,161805.49,0,9,747
1383,Startup,1581.95,0,0,247
1384,Enterprise,136209.19,0,9,745
1385,Enterprise,135895.79,0,7,861
1386,Startup,2169.13,0,1,225
1387,SMB,8433.04,0,5,354
1388,Enterprise,132303.68,0,9,730
1389,Startup,2496.96,0,1,242
1390,Startup,2377.04,0,1,262
1391,Enterprise,161620.44,0,6,672
1392,Enterprise,135797.44,0,6,647
1393,Startup,1382.33,1,2,260
1394,Enterprise,142771.54,0,8,693
1395,SMB,7971.11,0,4,361
1396,Enterprise,136353.15,0,8,796
1397,SMB,5965.13,0,5,358
1398,SMB,6231.44,0,6,339
1399,Startup,1511.08,0,1,220
1400,Startup,1604.99,1,1,218
1401,Enterprise,156355.34,0,6,777
1402,SMB,9972.37,0,6,393
1403,SMB,7417.22,0,6,403
1404,SMB,9892.88,0,3,331
1405,Startup,2007.9,0,1,287
1406,Startup,1769.96,1,1,230
1407,Startup,1893.34,0,2,288
1408,SMB,5942.15,0,2,426
1409,Enterprise,166076.26,0,9,801
1410,SMB,6791.19,0,5,433
1411,SMB,5643.69,0,3,306
1412,Startup,2611.86,0,1,283
1413,Startup,2519.19,0,1,202
1414,Enterprise,157442.63,0,9,719
1415,Startup,1646.72,0,2,213
1416,Startup,1966.93,0,1,276
1417,Startup,1953.8,0,1,210
1418,Startup,2366.12,0,1,260
1419,SMB,8957.08,0,5,279
1420,SMB,8269.37,0,5,382
1421,Enterprise,181207.6,0,9,753
1422,Startup,2186.75,0,1,295
1423,SMB,8763.09,0,2,400
1424,SMB,8585.7,0,4,372
1425,SMB,9976.4,0,3,411
1426,SMB,9009.77,0,4,305
1427,Enterprise,176688.91,0,10,740
1428,Enterprise,158124.53,0,8,832
1429,Startup,2049.8,0,0,176
1430,Enterprise,186239.6,0,9,744
1431,Enterprise,153585.49,0,9,645
1432,SMB,8736.46,0,5,390
1433,SMB,8807.44,0,5,344
1434,SMB,7196.05,0,5,377
1435,Enterprise,209300.21,0,8,664
1436,Enterprise,178747.13,0,9,800
1437,Enterprise,129924.84,0,9,711
1438,SMB,7686.47,0,3,334
1439,Startup,2266.74,0,1,239
1440,Startup,2210.23,0,1,236
1441,Enterprise,171672.19,0,7,726
1442,SMB,7073.52,0,4,388
1443,Startup,1298.0,0,4,213
1444,Startup,2706.42,0,3,170
1445,SMB,9062.46,0,5,408
1446,SMB,6215.88,0,6,319
1447,Startup,1991.73,0,2,229
1448,Enterprise,169436.45,0,8,700
1449,Startup,2715.08,0,2,231
1450,Startup,1858.58,0,3,269
1451,SMB,6496.72,0,5,337
1452,Startup,1637.88,0,2,228
1453,SMB,7200.95,0,3,231
1454,Enterprise,144903.57,0,8,752
1455,Enterprise,172437.06,0,10,707
1456,Startup,2874.61,1,1,219
1457,Startup,2038.57,0,3,299
1458,Startup,1720.13,0,1,220
1459,SMB,7400.55,0,4,402
1460,SMB,4455.6,0,3,388
1461,Enterprise,122628.2,0,9,784
1462,Enterprise,139348.39,0,9,732
1463,SMB,8031.33,1,4,303
1464,Startup,2088.49,0,2,242
1465,SMB,7266.73,0,3,366
1466,Enterprise,197486.59,0,10,694
1467,Enterprise,190866.41,0,11,776
1468,SMB,7621.47,0,4,290
1469,SMB,7841.08,0,7,292
1470,SMB,10757.28,0,4,344
1471,SMB,9039.66,0,4,343
1472,Enterprise,147961.01,0,9,751
1473,Startup,1583.31,0,1,206
1474,Enterprise,143612.8,0,8,691
1475,SMB,7959.04,0,3,340
1476,Startup,2904.76,0,0,185
1477,Startup,1710.48,0,0,205
1478,Startup,2127.5,0,0,268
1479,Startup,1935.98,0,2,201
1480,SMB,10323.53,0,3,294
1481,Startup,2138.4,0,3,262
1482,Enterprise,135271.76,0,9,687
1483,Enterprise,155144.15,0,9,772
1484,SMB,6502.42,0,5,394
1485,SMB,12706.62,0,5,370
1486,Enterprise,141209.64,0,8,736
1487,Enterprise,136615.95,0,10,813
1488,SMB,5772.65,0,1,402
1489,Enterprise,135433.7,0,9,712
1490,SMB,8640.79,0,3,440
1491,Startup,1139.78,0,3,268
1492,SMB,5535.22,1,4,435
1493,Startup,2200.78,0,2,256
1494,Enterprise,146261.9,0,8,656
1495,SMB,6567.32,0,5,453
1496,Enterprise,137542.91,0,8,643
1497,SMB,8880.04,0,4,399
1498,SMB,8184.01,0,6,375
1499,Startup,1081.96,1,1,274
1500,Startup,1907.19,0,1,242
1501,Startup,2270.7,0,3,264
1502,Enterprise,176920.88,0,12,760
1503,SMB,7314.36,0,3,381
1504,Startup,1678.9,0,1,243
1505,Startup,2856.33,0,1,184
1506,Startup,2063.26,0,1,270
1507,Startup,1620.96,0,1,266
1508,SMB,9432.96,0,4,426
1509,Startup,1741.41,0,1,224
1510,Startup,2145.43,0,1,219
1511,Enterprise,159828.09,0,7,717
1512,SMB,8983.85,0,4,359
1513,SMB,6540.4,0,6,353
1514,Enterprise,132881.42,0,8,688
1515,SMB,10296.13,0,6,350
1516,Startup,1819.68,0,2,249
1517,Enterprise,142749.3,0,9,753
1518,Enterprise,152016.35,0,6,753
1519,Startup,1320.89,0,0,250
1520,Enterprise,141110.03,0,6,674
1521,SMB,11084.31,0,3,350
1522,Startup,1954.94,0,2,234
1523,Startup,1431.1,0,2,230
1524,SMB,7091.58,0,6,391
1525,SMB,8488.69,0,4,344
1526,SMB,6855.91,0,3,318
1527,Startup,1763.37,0,3,160
1528,Enterprise,175558.54,0,8,728
1529,Startup,1192.32,0,0,256
1530,Enterprise,174092.7,0,10,683
1531,SMB,8714.54,0,5,408
1532,Enterprise,148527.78,0,8,738
1533,Startup,2807.49,0,2,252
1534,Enterprise,117340.95,0,8,768
1535,Startup,1703.05,0,1,243
1536,SMB,9975.67,1,4,265
1537,Enterprise,144785.3,0,7,711
1538,Enterprise,180827.42,0,7,702
1539,Startup,1148.89,0,1,222
1540,SMB,6499.5,0,3,383
1541,Enterprise,151906.42,0,9,756
1542,Enterprise,141100.33,0,9,672
1543,Enterprise,166355.05,0,6,721
1544,SMB,6519.23,0,4,363
1545,Enterprise,143865.67,0,6,768
1546,Startup,2236.33,0,3,237
1547,SMB,7867.46,0,4,348
1548,Startup,1853.87,0,2,271
1549,SMB,8029.42,0,5,387
1550,Enterprise,160869.66,0,10,588
1551,Enterprise,155595.15,0,4,692
1552,SMB,7944.44,1,4,329
1553,Startup,2379.77,1,1,283
1554,Enterprise,165417.26,0,9,725
1555,Startup,1285.93,0,2,206
1556,Startup,2590.25,0,3,260
1557,SMB,8882.87,0,6,378
1558,Enterprise,144616.28,0,8,709
1559,Enterprise,144579.19,0,8,835
1560,SMB,6864.81,0,2,428
1561,Enterprise,172882.7,0,7,706
1562,Startup,2931.37,0,1,246
1563,Startup,2336.47,0,0,233
1564,Startup,2118.21,0,1,205
1565,Enterprise,140082.68,0,10,654
1566,SMB,8301.74,0,5,348
1567,Startup,2756.5,0,3,252
1568,SMB,9636.97,1,5,311
1569,SMB,7268.13,0,7,333
1570,Startup,1443.24,0,3,161
1571,Enterprise,160479.05,0,8,712
1572,Enterprise,147602.98,0,9,684
1573,Startup,3037.82,0,1,265
1574,Enterprise,108199.65,0,11,701
1575,SMB,8402.89,1,6,383
1576,Startup,1441.11,0,3,217
1577,Enterprise,153411.88,0,10,667
1578,SMB,8184.81,0,5,362
1579,SMB,8551.05,0,5,324
1580,Startup,2855.97,0,1,221
1581,SMB,7085.73,0,4,363
1582,Enterprise,124582.56,0,12,831
1583,Startup,1681.66,0,1,214
1584,Startup,1864.92,0,2,207
1585,Startup,2576.78,0,1,208
1586,SMB,6784.62,0,4,412
1587,SMB,9700.66,0,5,228
1588,Startup,2179.59,0,2,219
1589,Enterprise,137555.26,0,8,777
1590,Enterprise,106602.45,0,6,687
1591,Enterprise,109295.2,0,10,785
1592,Startup,2732.23,1,1,300
1593,Startup,1650.9,0,1,268
1594,Startup,1824.99,1,1,224
1595,Startup,1914.03,0,1,216
1596,Enterprise,149866.93,0,7,768
1597,Enterprise,136287.79,0,9,703
1598,Startup,2756.8,0,1,221
1599,SMB,7125.86,0,1,354
1600,Startup,1750.31,0,3,238
1601,Enterprise,151603.97,0,7,700
1602,Enterprise,157215.57,0,8,777
1603,SMB,8096.71,1,2,318
1604,Enterprise,164450.8,0,9,756
1605,Startup,1541.56,0,1,216
1606,Startup,2159.58,0,2,230
1607,Enterprise,116208.86,0,10,699
1608,Enterprise,134765.3,0,8,660
1609,Startup,2158.27,0,2,192
1610,Startup,2043.79,0,2,237
1611,Enterprise,190111.48,0,10,692
1612,SMB,8114.01,0,5,319
1613,Startup,2187.61,0,3,261
1614,Startup,2000.69,0,0,273
1615,Startup,2399.59,0,2,230
1616,Startup,1921.63,1,0,241
1617,Startup,1585.8,0,1,231
1618,SMB,8214.41,0,6,460
1619,Startup,2602.34,0,1,191
1620,Enterprise,168982.86,0,8,771
1621,Startup,1130.94,0,2,250
1622,Enterprise,146709.29,0,9,729
1623,Startup,2034.96,0,2,232
1624,Enterprise,129858.21,0,8,664
1625,Enterprise,114230.07,0,9,695
1626,SMB,8009.63,0,4,355
1627,Enterprise,174098.46,0,7,766
1628,Startup,1343.91,0,2,230
1629,Startup,1646.64,0,2,257
1630,SMB,8554.46,0,4,380
1631,Startup,1327.98,0,2,273
1632,SMB,9614.01,0,4,446
1633,Enterprise,190034.74,0,8,827
1634,Startup,1509.87,0,4,207
1635,Startup,1617.07,0,2,209
1636,Enterprise,130986.32,0,7,720
1637,Enterprise,123463.36,0,11,676
1638,Startup,1227.81,0,2,222
1639,SMB,8820.1,0,4,343
1640,Startup,2873.37,0,2,257
1641,SMB,8463.25,0,6,371
1642,Enterprise,159250.97,0,9,738
1643,Enterprise,154151.97,0,10,692
1644,Startup,1493.86,0,1,243
1645,SMB,9083.57,0,4,438
1646,SMB,6735.13,0,7,352
1647,Startup,1838.28,0,2,255
1648,Startup,1879.13,0,2,221
1649,Startup,2483.38,0,2,289
1650,Startup,1830.75,0,3,226
1651,Enterprise,128244.38,0,10,614
1652,Startup,2338.68,0,1,240
1653,Startup,2258.26,0,2,229
1654,SMB,9690.06,0,3,342
1655,Startup,1716.94,0,2,271
1656,Startup,1850.7,0,2,245
1657,SMB,7886.35,0,5,312
1658,Startup,1542.04,0,2,198
1659,Enterprise,126449.43,0,9,737
1660,Startup,2372.52,0,3,226
1661,Enterprise,175402.51,0,7,630
1662,Startup,1660.28,0,2,302
1663,Startup,744.58,0,1,241
1664,Startup,2597.57,0,2,215
1665,Enterprise,163692.84,0,9,715
1666,Enterprise,163895.22,0,7,511
1667,Startup,2463.3,0,1,243
1668,Enterprise,163072.69,0,7,720
1669,SMB,5842.58,0,5,330
1670,SMB,12789.66,0,5,326
1671,Startup,1553.84,1,2,201
1672,SMB,7657.1,1,3,245
1673,Startup,1518.66,0,1,270
1674,Startup,1906.61,0,1,293
1675,Enterprise,117779.89,0,8,696
1676,Enterprise,167450.83,0,10,691
1677,Enterprise,103585.25,0,8,758
1678,SMB,8773.91,0,2,336
1679,Startup,1465.05,0,0,286
1680,Enterprise,150940.34,0,10,679
1681,Startup,2216.74,0,1,226
1682,Startup,2172.18,0,1,225
1683,Startup,1671.9,0,1,238
1684,Enterprise,171148.47,0,9,772
1685,Startup,2216.69,0,0,230
1686,Enterprise,158786.54,0,8,691
1687,SMB,7197.01,0,4,375
1688,Startup,1703.54,0,1,219
1689,Enterprise,143140.48,0,9,718
1690,SMB,6644.14,0,3,416
1691,Startup,1736.92,0,0,225
1692,SMB,9854.2,0,4,369
1693,Startup,2226.27,0,0,246
1694,Startup,1809.24,0,1,281
1695,Startup,2580.35,1,1,248
1696,Enterprise,146539.3,0,7,868
1697,Startup,2327.8,0,0,234
1698,Enterprise,148209.55,0,9,798
1699,SMB,7725.66,1,6,331
1700,Enterprise,171419.93,0,8,771
1701,Startup,2283.04,0,2,259
1702,Startup,1665.96,0,2,206
1703,Startup,2518.32,0,3,247
1704,SMB,8988.87,0,5,288
1705,Startup,1613.46,0,2,246
1706,SMB,7662.72,0,3,368
1707,Enterprise,187736.56,0,9,726
1708,Enterprise,155004.88,0,7,640
1709,Startup,2075.56,0,2,188
1710,Startup,1820.65,0,1,260
1711,Startup,1803.1,0,1,170
1712,Startup,1357.78,0,1,245
1713,SMB,9778.56,0,5,405
1714,SMB,8751.64,0,4,405
1715,SMB,10236.09,0,4,345
1716,Enterprise,176826.24,0,7,754
1717,Enterprise,151787.88,0,9,815
1718,Startup,1725.63,0,0,222
1719,Startup,2749.29,0,2,276
1720,Enterprise,103505.61,0,9,879
1721,Startup,811.78,0,1,234
1722,Enterprise,162373.24,0,10,784
1723,Startup,2506.84,0,0,268
1724,Enterprise,165066.52,0,7,754
1725,Enterprise,144552.08,1,5,735
1726,SMB,10239.03,0,4,359
1727,Enterprise,114595.14,0,7,730
1728,Enterprise,166131.86,0,9,578
1729,Enterprise,121896.8,0,9,657
1730,SMB,7412.36,0,3,433
1731,Enterprise,115980.13,0,8,646
1732,SMB,6801.21,0,4,317
1733,Startup,2040.4,0,1,270
1734,Startup,1299.5,0,2,229
1735,Startup,2866.02,0,2,271
1736,Startup,1957.2,0,3,219
1737,Startup,1601.09,0,2,233
1738,Enterprise,105393.4,0,10,669
1739,Startup,2164.99,0,1,206
1740,SMB,9105.27,0,4,363
1741,Startup,1452.3,0,2,238
1742,Startup,1223.43,0,1,247
1743,Startup,1924.95,0,3,248
1744,Startup,1364.8,0,3,239
1745,Enterprise,170970.62,0,9,697
1746,Startup,1318.31,0,2,240
1747,Startup,2119.41,0,2,279
1748,Startup,2220.99,0,1,251
